# species: Homo sapiens
# support: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
# associations retrieved on: 2014-05-23 08:58:52-04
# gofunc built on: 2013-10-27 21:51:15.890197-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.goa_human.gz
#   revision: 0
#   downloaded on: 2013-10-27 16:13:44-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201310-assocdb-tables.tar.gz
#   downloaded on: 2013-10-17 16:47:31-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2012-02-05 16:36:50.758813-05
#     synergizer db built from: Ensembl Genes 65 / Ensembl Metazoa Genes 12 / Ensembl Plants Genes 10
#   namespace: ensembl_gene_id
#   coverage: 99.6%
# size of "genespace": 9651
# number of attributes: 14476
# NOTE: these associations have been restricted to the genes included
# in the user-supplied gene space.
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 2581
# Number of entities in query: 2581
# Total number of entities: 9651
# Total number of attributes: 14476
# Original total number of attributes: 17521
# Translation required: yes
# Translation coverage: 0.995851
# Mode: ordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
OVERREPRESENTED ATTRIBUTES
N	M	X	LOD	P	P_adj	attrib ID	attrib name
114	2563	271	0.313274712332324	1.48187247499386e-08	0.001	GO:0030695	GTPase regulator activity
76	1178	352	0.313269126714427	3.10544226313401e-07	0.02	GO:0004672	protein kinase activity
120	2352	307	0.311216586689693	4.5427932236666e-09	0	GO:0050878	regulation of body fluid levels
192	2441	481	0.310896391512078	3.48623784174714e-13	0	GO:0032989	cellular component morphogenesis
117	2563	280	0.308426023122316	1.51164507574152e-08	0.001	GO:0060589	nucleoside-triphosphatase regulator activity
241	2546	589	0.307735280468839	1.68417641174181e-15	0	GO:0009888	tissue development
96	2332	249	0.30415713622874	2.2420764907893e-07	0.014	GO:0035637	multicellular organismal signaling
345	2546	860	0.302419056662078	2.27630693516551e-20	0	GO:0051239	regulation of multicellular organismal process
139	2573	336	0.300280442977255	1.92797652463739e-09	0	GO:0007267	cell-cell signaling
428	2313	1178	0.299960143211523	1.46548631684183e-24	0	GO:0007166	cell surface receptor signaling pathway
178	2371	465	0.296557311898286	1.24349400744506e-11	0	GO:0030030	cell projection organization
148	2147	420	0.29472698089105	3.54847611660506e-10	0	GO:0006811	ion transport
1155	2410	3478	0.289643231676346	6.32883749708743e-44	0	GO:0016020	membrane
181	1451	746	0.285306832212453	3.50444672001759e-12	0	GO:0007399	nervous system development
124	2371	327	0.284785115502391	3.43345974307214e-08	0.002	GO:0048858	cell projection morphogenesis
88	885	565	0.284767538932084	3.29218236309874e-07	0.02	GO:0042127	regulation of cell proliferation
249	2277	694	0.28174972864933	2.50311582796938e-14	0	GO:0050793	regulation of developmental process
126	1727	440	0.281356123023968	9.61505539766623e-09	0	GO:0023056	positive regulation of signaling
416	2352	1159	0.277988597108066	4.21031279604856e-21	0	GO:0002376	immune system process
344	2503	899	0.277267965107371	9.27190317970461e-18	0	GO:0009653	anatomical structure morphogenesis
532	2563	1397	0.275270407121586	1.00906613730917e-24	0	GO:0048583	regulation of response to stimulus
122	1727	430	0.275026056849472	2.99751289701425e-08	0.002	GO:0009967	positive regulation of signal transduction
126	2371	337	0.274855793217359	6.86837685472942e-08	0.003	GO:0032990	cell part morphogenesis
234	2306	651	0.273631049311398	5.67150824432906e-13	0	GO:0006629	lipid metabolic process
125	1727	442	0.273343919028412	2.47324340606646e-08	0.002	GO:0010647	positive regulation of cell communication
182	2305	504	0.27229630133227	1.66616469588649e-10	0	GO:0007243	intracellular protein kinase cascade
118	1175	597	0.271603611548505	2.90975835498559e-08	0.002	GO:0016192	vesicle-mediated transport
153	1797	530	0.266913967732681	2.30220925941163e-09	0	GO:1901700	response to oxygen-containing compound
160	1732	575	0.265635116442545	1.09168343882137e-09	0	GO:0009719	response to endogenous stimulus
245	2373	677	0.261460342637717	1.85089368270883e-12	0	GO:0048468	cell development
272	2575	703	0.260525152312702	3.48937106140009e-13	0	GO:0032879	regulation of localization
429	2565	1133	0.260370097044958	4.89814981820267e-19	0	GO:0023051	regulation of signaling
154	2555	396	0.259709930612707	2.44850145826258e-08	0.002	GO:0010627	regulation of intracellular protein kinase cascade
137	2546	353	0.259105571313275	1.35547078201932e-07	0.009	GO:0048646	anatomical structure formation involved in morphogenesis
174	2543	452	0.256766014421761	4.83710384350369e-09	0	GO:0005102	receptor binding
806	2391	2402	0.25643078361886	1.41669111425513e-29	0	GO:0044425	membrane part
185	2306	525	0.255022899007515	1.18809573620835e-09	0	GO:0044255	cellular lipid metabolic process
186	2555	483	0.255012131159087	2.00726912364807e-09	0	GO:0045087	innate immune response
173	2277	496	0.254557774282066	3.70292104123794e-09	0	GO:0045595	regulation of cell differentiation
120	2364	331	0.254375576467696	7.91357315611001e-07	0.044	GO:0051707	response to other organism
135	1480	569	0.25366647435414	4.1597734475358e-08	0.002	GO:0042592	homeostatic process
505	2277	1517	0.253367679530025	4.096642353943e-21	0	GO:0048731	system development
426	2565	1136	0.252625026442906	5.10704537774103e-18	0	GO:0010646	regulation of cell communication
828	2507	2373	0.252192744160334	3.53512313379723e-29	0	GO:0044707	single-multicellular organism process
695	2502	1962	0.251832796204182	5.7682890115152e-26	0	GO:0031224	intrinsic to membrane
725	2336	2198	0.251655687803722	8.46108780950937e-27	0	GO:0007165	signal transduction
860	2574	2413	0.251595105532217	1.03110741190298e-29	0	GO:0007154	cell communication
838	2574	2351	0.249272000751342	9.03180506546556e-29	0	GO:0023052	signaling
838	2574	2351	0.249272000751342	9.03180506546556e-29	0	GO:0044700	single organism signaling
686	2502	1946	0.246940715480044	7.04019771586776e-25	0	GO:0016021	integral to membrane
360	2269	1075	0.24533899261223	1.82292374037838e-15	0	GO:0048513	organ development
199	2563	526	0.241035329713885	3.86602713815667e-09	0	GO:0030234	enzyme regulator activity
386	2563	1042	0.240336399031529	2.23111300014646e-15	0	GO:0009966	regulation of signal transduction
148	1887	511	0.24011734884977	9.39804539534826e-08	0.005	GO:0051049	regulation of transport
843	2507	2457	0.239527634741075	6.06465784951471e-27	0	GO:0032501	multicellular organismal process
184	2275	542	0.237293645822473	1.14173311921487e-08	0	GO:0031982	vesicle
178	2555	475	0.234507702888561	4.65744714613791e-08	0.002	GO:0007167	enzyme linked receptor protein signaling pathway
236	2357	682	0.232962105843581	3.76397171702088e-10	0	GO:0006468	protein phosphorylation
1146	2544	3451	0.232413835336717	1.01602878168988e-29	0	GO:0050896	response to stimulus
388	2309	1166	0.231693670095473	6.89580605841351e-15	0	GO:0035556	intracellular signal transduction
166	2275	492	0.231571439439647	9.90280610711875e-08	0.005	GO:0031988	membrane-bounded vesicle
164	2463	454	0.230141020279306	1.92133421426141e-07	0.013	GO:0048585	negative regulation of response to stimulus
538	2557	1504	0.228094182197143	3.27535354271329e-18	0	GO:0042221	response to chemical stimulus
571	2277	1792	0.227138675740594	3.52065169387111e-19	0	GO:0007275	multicellular organismal development
276	1186	1568	0.226715736386441	1.20405255527043e-11	0	GO:0044765	single-organism transport
341	1532	1528	0.223552921288072	2.97234093093991e-13	0	GO:0065008	regulation of biological quality
432	2506	1224	0.22308643600408	5.97156896729361e-15	0	GO:0030154	cell differentiation
165	2275	496	0.221840928119449	3.08162288705587e-07	0.02	GO:0031410	cytoplasmic vesicle
469	2506	1342	0.218715739857814	2.11632417946662e-15	0	GO:0048869	cellular developmental process
163	2357	480	0.214138287347987	9.10429975279531e-07	0.05	GO:0001932	regulation of protein phosphorylation
262	2313	795	0.212783401000253	1.24805816329115e-09	0	GO:0016310	phosphorylation
577	2277	1848	0.21223793669268	3.16202418418045e-17	0	GO:0048856	anatomical structure development
384	1162	2362	0.210982717525645	1.19478146501325e-12	0	GO:0051179	localization
531	2277	1694	0.210764780820961	4.4291273869762e-16	0	GO:0044767	single-organism developmental process
374	2537	1059	0.210464664031295	3.63299569676024e-12	0	GO:0070887	cellular response to chemical stimulus
309	1336	1634	0.20100733078717	2.03930569732097e-10	0	GO:0043168	anion binding
356	2217	1160	0.198216724591631	5.99494508957533e-11	0	GO:0010033	response to organic substance
229	2357	696	0.197189128963359	9.76430157919746e-08	0.005	GO:0051174	regulation of phosphorus metabolic process
636	2277	2095	0.19634488029604	4.19217563126324e-16	0	GO:0032502	developmental process
840	2319	2794	0.194048246471737	1.54073025821915e-18	0	GO:0051716	cellular response to stimulus
224	2357	685	0.192595191537336	2.34998260668548e-07	0.014	GO:0019220	regulation of phosphate metabolic process
309	2579	884	0.187240107326391	9.26351234177127e-09	0	GO:0071310	cellular response to organic substance
1521	2303	5653	0.179958303968602	2.64759626118816e-17	0	GO:0044699	single-organism process
318	1181	1991	0.175570594333633	1.73013846339133e-08	0.001	GO:0051234	establishment of localization
312	1181	1953	0.174728457639875	2.47520239822401e-08	0.002	GO:0006810	transport
364	2563	1075	0.171849129202636	1.1100770207383e-08	0	GO:0065009	regulation of molecular function
1447	2357	5240	0.166552664552459	8.30266823714618e-16	0	GO:0044763	single-organism cellular process
594	2557	1832	0.155863090048336	1.92179445262882e-10	0	GO:0006950	response to stress
461	2319	1555	0.150873553446851	1.64383144012812e-08	0.001	GO:0044281	small molecule metabolic process
468	2357	1555	0.150850161570691	1.41123273461357e-08	0.001	GO:0006793	phosphorus metabolic process
636	2514	2022	0.147848458803755	4.91380639379076e-10	0	GO:0048518	positive regulation of biological process
531	2319	1812	0.147158751478263	5.76943990330733e-09	0	GO:0044710	single-organism metabolic process
454	2357	1525	0.142023524914407	1.13799585497757e-07	0.007	GO:0006796	phosphate-containing compound metabolic process
576	2581	1820	0.128989495158451	1.28786025697025e-07	0.008	GO:0048519	negative regulation of biological process
1306	2357	4869	0.114306819864446	1.70089948305517e-08	0.001	GO:0065007	biological regulation
1338	2581	4590	0.10164807562199	2.06753507183772e-07	0.013	GO:0050789	regulation of biological process
